job_id,title,company,location,category,score,score_reasons,sources,urls,date_posted,deadline,first_seen,last_seen,status,applied_date,notes
1f09e8722468cab10c,Agentic Software Developer (employment / freelancing),,,IT,44,+10 sopii IT-koulutukseen ; +34 sopiva työnimike (software developer),LinkedIn,https://fi.linkedin.com/jobs/view/4465015425,,,2026-09-09,2026-09-11,UUSI,,
8299e5e5eb4b05406d,Software Engineer,,,IT,44,"+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer) ; +15 teknologiat: java, sql, react, javascript ; +8 koulutustausta sopii ; +4 kielivaatimukset sopivat ; -25 ilmoituksessa senior/lead-tason merkkejä",LinkedIn,https://fi.linkedin.com/jobs/view/4461957602,,,2026-09-06,2026-09-11,UUSI,,
e768b7606ece9fc363,Agentic Software Developer (employment / freelancing),,,IT,44,+10 sopii IT-koulutukseen ; +34 sopiva työnimike (software developer),LinkedIn,https://fi.linkedin.com/jobs/view/4454526355,,,2026-09-06,2026-09-09,UUSI,,
72bd5cfd2c44325565,Power Platform Specialist,,,IT,43,+10 sopii IT-koulutukseen ; +30 sopiva työnimike (power platform) ; +3 teknologiat: power platform,LinkedIn,https://fi.linkedin.com/jobs/view/4446615702,,,2026-09-06,2026-09-11,UUSI,,
9757c3d5e76096fcb0,Power Platform Developer – Tieto Tech Consulting (m/f/d),,,IT,43,+10 sopii IT-koulutukseen ; +30 sopiva työnimike (power platform) ; +3 teknologiat: power platform,LinkedIn,https://fi.linkedin.com/jobs/view/4430477448,,,2026-09-06,2026-09-11,UUSI,,
4d320357757c837b78,Power Platform Developer – Tieto Tech Consulting (m/f/d),,,IT,43,+10 sopii IT-koulutukseen ; +30 sopiva työnimike (power platform) ; +3 teknologiat: power platform,LinkedIn,https://fi.linkedin.com/jobs/view/4430456765,,,2026-09-06,2026-09-11,UUSI,,
9ee51de49c0ec77db6,B2B Sales Specialist - Kauppalehden Menestyjät,,,MYYNTI,43,+10 sopii kaupalliseen kokemukseen ; +28 sopiva työnimike (sales specialist) ; +5 kokemusosumat: b2b,LinkedIn,https://fi.linkedin.com/jobs/view/4453566675,,,2026-09-06,2026-09-11,UUSI,,
05b52e83fb22e0ffa5,"Forward Deployed AI Software Engineer, Internship, Finland - BCG X",,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4389310249,,,2026-09-06,2026-09-11,UUSI,,
4f6db6ab295b32e14c,Software Engineer,,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4464202025,,,2026-09-11,2026-09-11,UUSI,,
79fbd75a314ef7759c,"Software Engineer, Platform - Helsinki, Finland",,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4464936175,,,2026-09-09,2026-09-11,UUSI,,
fd688bd7d1409cb6b4,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4460287993,,,2026-09-06,2026-09-11,UUSI,,
6dd9564430b50a5d29,SMB Account Executive - Finland,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4434752335,,,2026-09-06,2026-09-11,UUSI,,
b851897efb276f0a09,Software Engineer,,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4462240095,,,2026-09-07,2026-09-11,UUSI,,
75cf4abc0ce44ef66b,Flight Software Engineer SAR Payload,,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4450291061,,,2026-09-06,2026-09-11,UUSI,,
2f60e6597269824043,"Software Engineer, Aiven Context",,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4432249003,,,2026-09-06,2026-09-11,UUSI,,
18e5479862974fb1d8,Account Executive - Finland,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4380356877,,,2026-09-06,2026-09-11,UUSI,,
022a1a1824500fa8b0,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4461720724,,,2026-09-06,2026-09-11,UUSI,,
18e0005298e633f599,Account Executive,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4452227378,,,2026-09-06,2026-09-11,UUSI,,
72e40f6b7897e2c01e,Account Executive - New Business,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4371390949,,,2026-09-06,2026-09-11,UUSI,,
1413fa784093e4d34b,New Logo Account Executive - Baltics,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4422392894,,,2026-09-06,2026-09-11,UUSI,,
15d82ba4d681b2cdc1,Account Executive - Manufacturing industries,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4328740495,,,2026-09-06,2026-09-11,UUSI,,
fd8e0adb9bdde23fea,Account Executive,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4455600727,,,2026-09-06,2026-09-11,UUSI,,
989e473aea84ed85a4,Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4456316135,,,2026-09-06,2026-09-11,UUSI,,
e410080024f50c029e,Account Executive - Helsinki,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4435882969,,,2026-09-06,2026-09-11,UUSI,,
f5166d5da1877579bc,Account Manager Capital Sales Ocean Division,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4461762238,,,2026-09-06,2026-09-11,UUSI,,
0dfbadfb3b1d61e886,Informatics Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4454580022,,,2026-09-06,2026-09-11,UUSI,,
67fecf9d0f58b51c0d,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4459924456,,,2026-09-06,2026-09-11,UUSI,,
79e1d3b6588cfd23c2,BESS Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4441340575,,,2026-09-06,2026-09-11,UUSI,,
4326ce4ff31c6a502e,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4458068333,,,2026-09-06,2026-09-11,UUSI,,
4336b6509b0fec12f3,Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4343564368,,,2026-09-06,2026-09-11,UUSI,,
f5aadc4432d7a9dc7b,"Account Executive - Full cycle, fintech",,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4456913312,,,2026-09-06,2026-09-11,UUSI,,
e7f4281ba1bd37f797,Key Account Manager – Power & Grid,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4462678749,,,2026-09-06,2026-09-11,UUSI,,
68b474e96c01db7a4b,Key Account Manager and Field Sales Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4437617594,,,2026-09-06,2026-09-11,UUSI,,
11b6b914ed67d81226,Key Account Manager (m/f/d) DIY,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4462215458,,,2026-09-07,2026-09-11,UUSI,,
daa91c8d6822309a32,"Account Executive, DACH (German-speaking)",,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4462959447,,,2026-09-07,2026-09-11,UUSI,,
cd6618bc7b26fb2e72,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4451527242,,,2026-09-06,2026-09-11,UUSI,,
b16b5c0eb31f31ddd9,German Speaking Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4457755466,,,2026-09-06,2026-09-11,UUSI,,
d40af9acab409b53f5,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4465032316,,,2026-09-09,2026-09-11,UUSI,,
08d8626258e7c55edc,Services Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4465059564,,,2026-09-09,2026-09-11,UUSI,,
30427288e3e0df00ad,Key Account Manager - Tori,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4461094847,,,2026-09-06,2026-09-11,UUSI,,
d8e49db2469296c362,"Sales & Account Manager, Reaktor Public Sector",,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4434121554,,,2026-09-06,2026-09-11,UUSI,,
14f31346edbe4b68d3,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4463894280,,,2026-09-09,2026-09-11,UUSI,,
efcbf265446f65703d,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4424549611,,,2026-09-06,2026-09-11,UUSI,,
848f0fc3fde007d4ff,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4452499271,,,2026-09-06,2026-09-11,UUSI,,
463aad5024edb1cf6f,Key Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4462814139,,,2026-09-06,2026-09-11,UUSI,,
129a08d03e95386214,Key Account Manager - Finland,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4422428251,,,2026-09-06,2026-09-11,UUSI,,
f062959b41824835b8,Xiaomi Key Account Manager (Finland),,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4453127995,,,2026-09-06,2026-09-11,UUSI,,
50024b0450a4e01462,Software Engineer (Satellite Payload Downlink),,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4451553858,,,2026-09-06,2026-09-11,UUSI,,
983738fcc6527c25b2,"Software Engineer, Large-Scale Data Systems",,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4424748668,,,2026-09-06,2026-09-11,UUSI,,
08c70d9cee2ff912d6,Software Engineer,,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4424784076,,,2026-09-06,2026-09-11,UUSI,,
49deecddff121f9a98,"Software Engineer, Valkey Core",,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4426864348,,,2026-09-06,2026-09-11,UUSI,,
7102dd4e5dce28df08,Software Engineering Specialist,,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4461273123,,,2026-09-06,2026-09-11,UUSI,,
df10ff0e60d61d21aa,Software Engineer I,,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4452503285,,,2026-09-06,2026-09-11,UUSI,,
6bbba1046245d2a20b,Software Engineer,,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4460232091,,,2026-09-06,2026-09-11,UUSI,,
5875cb5b767a42a39d,"Software Engineer, Data Infrastructure & Acquisition - Helsinki, Finland",,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4462091759,,,2026-09-06,2026-09-11,UUSI,,
899a45ceb22fa9ae30,Software Engineer,,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4459983157,,,2026-09-06,2026-09-11,UUSI,,
0e44bcdb0b3ab01cca,Full Stack Software Engineer,,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4465849749,,,2026-09-11,2026-09-11,UUSI,,
4ee8874bd2a93b8681,Account Executive,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4463472341,,,2026-09-11,2026-09-11,UUSI,,
f606c1d925e7d50309,Technical Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4466301552,,,2026-09-11,2026-09-11,UUSI,,
e1cfd535d7927c2538,"Enterprise Account Executive, Finland",,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4458197661,,,2026-09-06,2026-09-10,UUSI,,
098d86aa1c11d26297,"Account Executive (New business development), Finland",,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account executive),LinkedIn,https://fi.linkedin.com/jobs/view/4452413220,,,2026-09-06,2026-09-10,UUSI,,
03dbaf6e30c61b2dc6,Account Manager,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4459417971,,,2026-09-06,2026-09-10,UUSI,,
74d214f51dac6a7cba,"Key Account Manager, Wolt for Work",,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4460602830,,,2026-09-06,2026-09-08,UUSI,,
cf7b515676bffd3835,"Account Manager – Asiakkuuksien kehittämisen ammattilainen, liity tiimiimme!",,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4451424503,,,2026-09-06,2026-09-07,UUSI,,
3a71c20b8a8643fb29,AI-Driven Software Engineer (Agentic Development),,,IT,42,+10 sopii IT-koulutukseen ; +32 sopiva työnimike (software engineer),LinkedIn,https://fi.linkedin.com/jobs/view/4433814046,,,2026-09-06,2026-09-07,UUSI,,
94b58c531f946b3d96,Key Account Manager in Finland,,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4440658222,,,2026-09-06,2026-09-07,UUSI,,
0891c033dd43727883,"Account Manager, Electrification & Automation",,,MYYNTI,42,+10 sopii kaupalliseen kokemukseen ; +32 sopiva työnimike (account manager),LinkedIn,https://fi.linkedin.com/jobs/view/4454298330,,,2026-09-06,2026-09-06,UUSI,,
14ee76a8e8d86b3e03,Customer Success Specialist,,,MYYNTI,41,+10 sopii kaupalliseen kokemukseen ; +28 sopiva työnimike (customer success) ; +3 kokemusosumat: customer success,LinkedIn,https://fi.linkedin.com/jobs/view/4445140228,,,2026-09-06,2026-09-11,UUSI,,
bd2dcc1854da69980f,Customer Success Manager — North America,,,MYYNTI,41,+10 sopii kaupalliseen kokemukseen ; +28 sopiva työnimike (customer success) ; +3 kokemusosumat: customer success,LinkedIn,https://fi.linkedin.com/jobs/view/4447307626,,,2026-09-06,2026-09-11,UUSI,,
5a9be2f8071d685ea6,Customer Success Manager,,,MYYNTI,41,+10 sopii kaupalliseen kokemukseen ; +28 sopiva työnimike (customer success) ; +3 kokemusosumat: customer success,LinkedIn,https://fi.linkedin.com/jobs/view/4459532045,,,2026-09-06,2026-09-11,UUSI,,
b1945f74295819377f,Customer Success Manager,,,MYYNTI,41,+10 sopii kaupalliseen kokemukseen ; +28 sopiva työnimike (customer success) ; +3 kokemusosumat: customer success,LinkedIn,https://fi.linkedin.com/jobs/view/4464597106,,,2026-09-10,2026-09-11,UUSI,,
a0003f037867a381fd,Sales Specialist,,,MYYNTI,41,+10 sopii kaupalliseen kokemukseen ; +28 sopiva työnimike (sales specialist) ; +3 kokemusosumat: ict,LinkedIn,https://fi.linkedin.com/jobs/view/4465632190,,,2026-09-10,2026-09-11,UUSI,,
